rn,id,e_bnb,d_bnb,bnb,e_bnt,d_bnt,bnt,total_net_balance_usdt
211,0002148b6d6675de3984317c1ef3d2c4946583be9fe12c25450a5fc40cd802a8,0.02253416,0,0.02253416,0,0,0,2.964576051
212,000215edb35f810ccb3476b68fad70a171a00ecdd0b8812b1214e016595dbafe,0.16073946,0,0.16073946,0,0,0,39.82527087
213,000224a45d4f2c48b77f6e504a0296fdf23e28e2e0495c82a056373050e25894,0.0123109,0,0.0123109,0,0,0,1.612459765
214,00027200efc539a91b34371884391a2d7cb057333148e48fc946337186caac52,0,0,0,0,0,0,2.363008589
215,0002cea23945900449d332e25a5be1b03cedce9c2aba750f81102966ff7af4b6,0,0,0,0,0,0,11.29583484
216,0003e0e22e794f36dba0c8f00f0ec17af248baf5005264d3bf4b0a554fda9446,9.08E-05,0,9.08E-05,0,0,0,0.813421134
217,00041fc9629281b8fe9521eb88006b95ff0562e4ef105e70328fe6385d648040,0,0,0,0,0,0,21.68725221
218,0004ba1653399af922b2e9424dfa0e5a9b329d63c71f3c838f2c593281161ad2,0.00084674,0,0.00084674,0,0,0,8.852705358
219,0004f6c3d5b6d41a13d2a71d5a0adc1d2b8d612d6eaeba64d00b957d1f7c71fc,0.00240802,0,0.00240802,0,0,0,0.849504742
220,0004f7952e26f970fea76a9b6157af055647bd562438a1f010b32db98b79096e,0.0003645,0,0.0003645,0,0,0,0.047366775
221,0004ff23ceb897d1200dc92dbf8ecf7a89fd51d22acd20a4933442de06c807f2,1.68E-06,0,1.68E-06,0,0,0,1.627434826
222,0005234dd23da88ebc794d6591d52df4e5bd08b929df7ef235344c771505127c,0,0,0,0,0,0,2.992302309
223,0005760363ca2e43896f8e64a974be5167df9832d7564a8d2683a72131a1c9fa,720.5578161,0,720.5578161,0,0,0,127615.7951
224,00058c637579b342d1436f3bdd33c83f62a558a82956f8ba4527a04efc7e655a,0.01477534,0,0.01477534,0,0,0,1315.178789
225,0005da8b39a98c2fc28f82ff21522b4a03beda6943772aa6f4adb0e3aa7772a0,0,0,0,0,0,0,0.137293036
226,0006290bbe6fb20002d94d97fc619493dcf8e3992848f4baf6c731f0a06cb36a,0,0,0,0,0,0,0.093944169
227,0006665df1b586804a7d5a0916eb357f8d42c32d5ae45f68388b5c2edb78b47c,0,0,0,0,0,0,26.2179495
228,00067654eee847108ddd6034ba6f329b4e681a5a53cdfcdccd47b3609a1188f8,0,0,0,0,0,0,2.824836445
229,0006b1aa471a9cd5aa824ccb1e20852e528128bf3d78a963e7d9b355c906d056,56.19603154,0,56.19603154,0,0,0,55386.50477
230,0006c270e94b13dd5f6cf2c5279370d858a0f5ae8a4fc7b712606ea194f52c6a,3.82E-05,0,3.82E-05,0,0,0,2.883050341
231,0006eca2bdcb0c27f363e91035cf93c7957fc9c7cd148302efbe0d3abfcb8904,0,0,0,0,0,0,65.06008855
232,00074b5c88bdb80a30858af7297068c32c138959488084896b71def38a6e0fc2,0,0,0,0,0,0,0
233,0007c6f6b4e78cfdb643d98a62c98bcbe9f47627696598f7dbed35d65b9dd4a2,0,0,0,0,0,0,0.02539064
234,000813ccc647a5b5ba775b4a00938a6af75ca6ec1e438b175f2dceb9487c642e,0,0,0,0,0,0,4.484013217
235,00081470b68a88a67e21d169aaa9827f5efca76320e912f68997d187018b4b60,0,0,0,0,0,0,1124.892336
236,000837afb3045e7825129546f3865dc0a9426e902f869faf4d91a4bdc49fceee,0,0,0,0,0,0,8.927000906
237,0008398446aeac896729bad3b05cb28c90b729b2b5263f407cb5305ecf8212ea,1.85E-05,0,1.85E-05,0,0,0,208.8307402
238,000853bc152d507c054b344a6f7c3e3415fcdc35462e75824ab5715ea699f330,0,0,0,0,0,0,19.85806313
239,0008542f75898177ae49bcc496121ae73ec17b4fd749f6ead5c9c108ce9df5f2,2.27E-05,0,2.27E-05,0,0,0,442.0210532
240,00089e961a1628888907889914124260d33023af813d5ac0e4b891ef17e7733a,0,0,0,0,0,0,47.7852545
241,0008e6903a35ed48c72c04b1324eca95b233b542617f944bd8f01b05a0cf7de6,0.28785016,0,0.28785016,0,0,0,3267.940657
242,0008f090c9307ff27d542836bfb51652ec9d22fbad9b9c940244e35e6de5e1de,8.78E-05,0,8.78E-05,0,0,0,4.929760595
243,0009081419e7262a88b3019e1fdd0a488b0a762aa549c0c0e91078a002a7a206,7.78E-06,0,7.78E-06,0,0,0,0.469425263
244,000917c04699c81ca29ee49307c0fd2f86caa471dbd447eec7b52c5df5d5c50c,0.00050472,0,0.00050472,0,0,0,92.93000786
245,00091ba291fb5091098e65650278a1780dcc32bee221884a3b8cb295fa7a797c,0.0035165,0,0.0035165,0,0,0,2106.882507
246,00095161cba253b8757fa604f253fd176e0bc441b09d76bd29054ab0717dd164,5.50E-05,0,5.50E-05,0,0,0,8487.618035
247,00096f5f6c5a2eaad2f94ff3f505eaea3f77ba4e457b16b495e1a5ffd84e7876,0,0,0,0,0,0,35.62236644
248,0009e7a03a5c3c08c1e4d44a2b08f5bdc2819664b4596a76cf1e29ca675bebea,9.63E-05,0,9.63E-05,0,0,0,0.523281405
249,0009ff72eabe1d16968c21232ee87c2f860c95003be59bda6be9ae24574f0830,2.6924214,0,2.6924214,0,0,0,406.5297214
250,000a2b739a37a58ebebf0e680b01e71fc9a86d2bf9c63275bb46b49790cf262c,0,0,0,0,0,0,1608.243402
251,000a50119ed82290da967af491356367a3d8a708b2323421a0c9e588a2f852ae,0.42608056,0,0.42608056,0,0,0,419.8895229
252,000af006d5d8d752a53e691d7fc1ea42be9dc6031e1229a0e3f78687ce8f79de,0,0,0,0,0,0,0.120327008
253,000af55b595f5a177df647af8ddc8429f71bf86aafae23301a612c8e15f23028,8.64E-06,0,8.64E-06,0,0,0,0.002251242
254,000ba4794d858f3fdff9d5841389e4a55f02cb50869b5c535410d98304c75b02,0,0,0,0,0,0,0
255,000bdecbf64fef36826a64b7ab73bb4e09e31086be1299506a10d18f1d144c70,0,0,0,0,0,0,0
256,000c07055aa7e6f8de63b30ff276ed0b063ef0e40e18014f12b7368508639a1a,0,0,0,0,0,0,1.399463395
257,000c30cd21b583282b80f14f8c0591f79fe3d2b1f8847ed606e8eb810c96601c,2.00E-08,0,2.00E-08,0,0,0,12013.28733
258,000cda30d6cd9c5f27783da2d4e14cd814ba3e330c423820c8d4c8aa0cdc8c1a,0.00036978,0,0.00036978,0,0,0,0.094919376
259,000ce864a8b97df87bc711521a210c6245b6c74630fb0c16180414b25b1be124,0,0,0,0,0,0,15.32707463
260,000cfc666d4bb726a5d1e7347ffa91962ff4381439b332ff7de5f5759a0ff12a,2.05580664,0,2.05580664,0,0,0,2198.599618
261,000d5eeaf01d2f341f965bec635c9357f8d0c76bee6013a85393b714954598c4,0.02463732,0,0.02463732,0,0,0,3.201619734
262,000d60c5a5c54a54d8b60468dc19b7fa3fe6c0289036748b5d7fa3ef85b81c7e,0,0,0,0,0,0,0.07832881
263,000d640e8e7d5b7ae7e838d0e59b333c8e7b82ebdaba7cd188856785c4e41a6e,0,0,0,0,0,0,0
264,000ec637c2d694443d3da0d91734401bcbfc00ddd8a7cd9484b91d701b5485ea,0,0,0,0,0,0,389.2698215
265,000ee14c0ac1040f3286d4f4ce1f3eb8bcef3964adb4acd35e43997bfa3789c2,0,0,0,0,0,0,0
266,000f0a8f88723d587dd8aa465226dce991414d1d6a639f5750db72eabfc2fcea,0,0,0,0,0,0,0.793908674
267,000f3a1a14904f3670cf061f2d1123211980e1340526c36df28f43802f9f7d68,4.48E-05,0,4.48E-05,0,0,0,0.005824359
268,000f5a83b427cbbd442ea94f449bae34cb5d9e780ef23087c31f18f67aeb36ae,0.01291966,0,0.01291966,0,0,0,10.83625477
269,000faab79a8bf5cf733e973ea3fdb660ad6553393322fc78dc590dd4de7dfc4e,0,0,0,0,0,0,0.393322285
270,000fe5554845df0e82b781abc580d033cdd0e7d4b7cb72eeb83779cfe2b97754,0,0,0,0,0,0,1.972937024
271,00103880a14aa74f5a40449ed27b4f7b43faba70904a5baad0c47c769dd487c8,2.28E-05,0,2.28E-05,0,0,0,2103.588372
272,00106faab849d34020d85a7c744d5770e907df07122c5317cbe3fae319cac7ca,0.0018374,0,0.0018374,0,0,0,1.366424892
273,001074b68dbe17e9f7ce768de4a469611cdd61191c86441a17dd879de2f6aeee,0,0,0,0,0,0,19.27279672
274,001159c44a0fda2a1e1136a9a7132caeb3171d7032e9473c6805f18268b799d0,0.10951546,0,0.10951546,0,0,0,17595.61055
275,0011f5920a8738c4b45bd5d3b62a043d7e512bade9d684b6603f7c3b5586d286,0.00014974,0,0.00014974,0,0,0,0.057216637
276,0012000f8eb7b032f333c0411891ec687d222e1ad35e949fd1a00e22a113d1d4,0,0,0,0,0,0,2.046988909
277,0012211a60237fb4a10718acdaee85a5e89dc80a3c002246ce0c8192ea14374a,0,0,0,0,0,0,0
278,00122edaab18ce4ff149c9dec068b6e2efd2207dfca879bc40be6439cb4b6432,0,0,0,0,0,0,0.002934141
279,00123ee97755e8d41a6bc9ef500618ec2a90a7fc0c371c696728e0650a093b3e,0,0,0,0,0,0,0.000130571
280,001283d5e53941866ee8c36eb704b2fc58fe038833adca74c575b8b3c4ecf206,0.01245826,0,0.01245826,0,0,0,4.248653542
281,0012cc7609783ecaf3acc071f3bc481ba7165f22c31f0dd65bf6c15712165784,0,0,0,0,0,0,0.299388666
282,00137722adddad5588c13a85ca2a4e814c88b721084e210d83ccb353c246007c,4.22E-05,0,4.22E-05,0,0,0,1.945486489
283,0014377424f88c6a37008a0c09cb65144cbb5098dcd5c2efa39ea9ea5ffa698e,1.62E-05,0,1.62E-05,0,0,0,9.194002524
284,00146f799750065a3a2479fbc70bac523a215f4ff9ef2bb1313260eb2224c4dc,0.08076372,0,0.08076372,0,0,0,95.07530695
285,00147feeb73b4b11e4ac1ff8c99f9d2b3af6d5d55bcfc81c4ed19f12f499147a,0.00074694,0,0.00074694,0,0,0,0.936104553
286,0014829906c2b8ae2ac510e53ad1dbed4f2ebd73ebb34b5a3d26b594a355acd2,1.34E-05,0,1.34E-05,0,0,0,2066.986778
287,0014a62ed94ab45e2d6f0d04ff532576c0049f37c9093ddbfcd3ca8fb990d9fa,1.10E-05,0,1.10E-05,0,0,0,1.42543589
288,0014f6fed9250a4470547ed929e417f18fea9656787fdf6d7180c4eda961a4d0,4.20E-06,0,4.20E-06,0,0,0,399.2214321
289,0014fea9976083c5c15769708f3e3f9c3a8a4ced59e0cb0e6e07ed646447375e,0.00759518,0,0.00759518,0,0,0,2.593888284
290,00150096f3c4a6a59b2cf207fb8418e73be9950bc3f73c89b1c48479818efb36,0,0,0,0,0,0,0.470847912
291,0015564a4b946c381fc6b296880001c1c7b09c40a8541970465d3fb39f63dea0,0,0,0,0,0,0,0.88686025
292,0015b41c3b539046e3620a69a5189ab22d9219215034e7f29a739601dc8ddd58,0,0,0,0,0,0,0.555369099
293,0015dd6c8e40d3ca90eb6348e120b243a1c7533ad6ffa90b70c029b331d94dd6,0,0,0,0,0,0,0
294,001611e43b41a1fe85563a104014a5d4f428ba9cbe3b60e1a5544ae4439af8d2,0,0,0,0,0,0,1.80333012
295,00164d4b16e89540adb76af07105e811604055007ea24cf1eca6c79a97816068,0.19065492,0,0.19065492,0,0,0,26.75315527
296,0016a933749449debce2fff9a2630f9e695d47f11e5ba3f0e615fecbf359c06a,0,0,0,0,0,0,90.56489778
297,0016d39fd0bf07eb58f79b1a613225e4f21ce7c5dc5202850af2565e8da7a020,0,0,0,0,0,0,1.24929
298,00172707aa1ad17dacf42e8799daf55c8b132080fcc1414c74cdeeb31b5e1aa0,0,0,0,0,0,0,30.02920591
299,00173b50116769079bbab36e144c86577ee0211478b3257967061b65b9fea9c8,0,0,0,0,0,0,0.062697943
300,00177c1b2670a51b3d08d1c586808cc23d5a68b19949a7446bfeff8a17a11c9a,0.0013031,0,0.0013031,0,0,0,177.3522027
301,000005b7f7c9036618061dad1bef0efc3e2d466773025eb7c593c293a613613c,0,0,0,0,0,0,0.366341446
302,000070654b1160bd326e821b0cc67c48c063c9dd161a73fb1a0cdd33e6451fb6,0,0,0,0,0,0,0.003847502
303,0000896251a5a7b3a9667e190e1ed72264f27d7a969f13627d2bd03c160a5e3e,0.01706648,0,0.01706648,0,0,0,14.03498266
304,000092ddd2cab31762cfdb7dd6c28b8c5a7ee65a58e5a5b4786a4cca057428cc,0.52629598,0,0.52629598,0,0,0,647.8858059
305,00009a91742efdb611b3b74cc845af18d60876629df72e8c633ef73622ab1dea,9.26E-05,0,9.26E-05,0,0,0,5.501071228
306,0000b4a15114c094443b386dd99c462d8dca059a6025eea47f28a80767b4cbc2,0,0,0,0,0,0,0.773219844
307,0000d9f8021e3f37414ac76f32a60b9cf7c2e37bc5f4ecd86abdd3afc6b13078,9.55E-05,0,9.55E-05,0,0,0,1022.014146
308,00010b7c0a8b51bfa5eca14f0068670bd7fda4063f9bcac4f02c44a00144a80c,2.80E-06,0,2.80E-06,0,0,0,222.7741121
309,00011e12d41634bb82a51c96e2f74487664955d76edd844a0ae051ce37e4ce66,0,0,0,0,0,0,270.9528733
310,0001720d245def77da58ea28fa42e46d16b81c0ea6e6ef3b236ebfd7e62580b2,0,0,0,0,0,0,0
311,0002148b6d6675de3984317c1ef3d2c4946583be9fe12c25450a5fc40cd802a8,0.02253416,0,0.02253416,0,0,0,2.964576051
312,000215edb35f810ccb3476b68fad70a171a00ecdd0b8812b1214e016595dbafe,0.16073946,0,0.16073946,0,0,0,39.82527087
313,000224a45d4f2c48b77f6e504a0296fdf23e28e2e0495c82a056373050e25894,0.0123109,0,0.0123109,0,0,0,1.612459765
314,00027200efc539a91b34371884391a2d7cb057333148e48fc946337186caac52,0,0,0,0,0,0,2.363008589
315,0002cea23945900449d332e25a5be1b03cedce9c2aba750f81102966ff7af4b6,0,0,0,0,0,0,11.29583484
316,0003e0e22e794f36dba0c8f00f0ec17af248baf5005264d3bf4b0a554fda9446,9.08E-05,0,9.08E-05,0,0,0,0.813421134
317,00041fc9629281b8fe9521eb88006b95ff0562e4ef105e70328fe6385d648040,0,0,0,0,0,0,21.68725221
318,0004ba1653399af922b2e9424dfa0e5a9b329d63c71f3c838f2c593281161ad2,0.00084674,0,0.00084674,0,0,0,8.852705358
319,0004f6c3d5b6d41a13d2a71d5a0adc1d2b8d612d6eaeba64d00b957d1f7c71fc,0.00240802,0,0.00240802,0,0,0,0.849504742
320,0004f7952e26f970fea76a9b6157af055647bd562438a1f010b32db98b79096e,0.0003645,0,0.0003645,0,0,0,0.047366775
321,0004ff23ceb897d1200dc92dbf8ecf7a89fd51d22acd20a4933442de06c807f2,1.68E-06,0,1.68E-06,0,0,0,1.627434826
322,0005234dd23da88ebc794d6591d52df4e5bd08b929df7ef235344c771505127c,0,0,0,0,0,0,2.992302309
323,0005760363ca2e43896f8e64a974be5167df9832d7564a8d2683a72131a1c9fa,720.5578161,0,720.5578161,0,0,0,127615.7951
324,00058c637579b342d1436f3bdd33c83f62a558a82956f8ba4527a04efc7e655a,0.01477534,0,0.01477534,0,0,0,1315.178789
325,0005da8b39a98c2fc28f82ff21522b4a03beda6943772aa6f4adb0e3aa7772a0,0,0,0,0,0,0,0.137293036
326,0006290bbe6fb20002d94d97fc619493dcf8e3992848f4baf6c731f0a06cb36a,0,0,0,0,0,0,0.093944169
327,0006665df1b586804a7d5a0916eb357f8d42c32d5ae45f68388b5c2edb78b47c,0,0,0,0,0,0,26.2179495
328,00067654eee847108ddd6034ba6f329b4e681a5a53cdfcdccd47b3609a1188f8,0,0,0,0,0,0,2.824836445
329,0006b1aa471a9cd5aa824ccb1e20852e528128bf3d78a963e7d9b355c906d056,56.19603154,0,56.19603154,0,0,0,55386.50477
330,0006c270e94b13dd5f6cf2c5279370d858a0f5ae8a4fc7b712606ea194f52c6a,3.82E-05,0,3.82E-05,0,0,0,2.883050341
331,0006eca2bdcb0c27f363e91035cf93c7957fc9c7cd148302efbe0d3abfcb8904,0,0,0,0,0,0,65.06008855
332,00074b5c88bdb80a30858af7297068c32c138959488084896b71def38a6e0fc2,0,0,0,0,0,0,0
333,0007c6f6b4e78cfdb643d98a62c98bcbe9f47627696598f7dbed35d65b9dd4a2,0,0,0,0,0,0,0.02539064
334,000813ccc647a5b5ba775b4a00938a6af75ca6ec1e438b175f2dceb9487c642e,0,0,0,0,0,0,4.484013217
335,00081470b68a88a67e21d169aaa9827f5efca76320e912f68997d187018b4b60,0,0,0,0,0,0,1124.892336
336,000837afb3045e7825129546f3865dc0a9426e902f869faf4d91a4bdc49fceee,0,0,0,0,0,0,8.927000906
337,0008398446aeac896729bad3b05cb28c90b729b2b5263f407cb5305ecf8212ea,1.85E-05,0,1.85E-05,0,0,0,208.8307402
338,000853bc152d507c054b344a6f7c3e3415fcdc35462e75824ab5715ea699f330,0,0,0,0,0,0,19.85806313
339,0008542f75898177ae49bcc496121ae73ec17b4fd749f6ead5c9c108ce9df5f2,2.27E-05,0,2.27E-05,0,0,0,442.0210532
340,00089e961a1628888907889914124260d33023af813d5ac0e4b891ef17e7733a,0,0,0,0,0,0,47.7852545
341,0008e6903a35ed48c72c04b1324eca95b233b542617f944bd8f01b05a0cf7de6,0.28785016,0,0.28785016,0,0,0,3267.940657
342,0008f090c9307ff27d542836bfb51652ec9d22fbad9b9c940244e35e6de5e1de,8.78E-05,0,8.78E-05,0,0,0,4.929760595
343,0009081419e7262a88b3019e1fdd0a488b0a762aa549c0c0e91078a002a7a206,7.78E-06,0,7.78E-06,0,0,0,0.469425263
344,000917c04699c81ca29ee49307c0fd2f86caa471dbd447eec7b52c5df5d5c50c,0.00050472,0,0.00050472,0,0,0,92.93000786
345,00091ba291fb5091098e65650278a1780dcc32bee221884a3b8cb295fa7a797c,0.0035165,0,0.0035165,0,0,0,2106.882507
346,00095161cba253b8757fa604f253fd176e0bc441b09d76bd29054ab0717dd164,5.50E-05,0,5.50E-05,0,0,0,8487.618035
347,00096f5f6c5a2eaad2f94ff3f505eaea3f77ba4e457b16b495e1a5ffd84e7876,0,0,0,0,0,0,35.62236644
348,0009e7a03a5c3c08c1e4d44a2b08f5bdc2819664b4596a76cf1e29ca675bebea,9.63E-05,0,9.63E-05,0,0,0,0.523281405
349,0009ff72eabe1d16968c21232ee87c2f860c95003be59bda6be9ae24574f0830,2.6924214,0,2.6924214,0,0,0,406.5297214
350,000a2b739a37a58ebebf0e680b01e71fc9a86d2bf9c63275bb46b49790cf262c,0,0,0,0,0,0,1608.243402
351,000a50119ed82290da967af491356367a3d8a708b2323421a0c9e588a2f852ae,0.42608056,0,0.42608056,0,0,0,419.8895229
352,000af006d5d8d752a53e691d7fc1ea42be9dc6031e1229a0e3f78687ce8f79de,0,0,0,0,0,0,0.120327008
353,000af55b595f5a177df647af8ddc8429f71bf86aafae23301a612c8e15f23028,8.64E-06,0,8.64E-06,0,0,0,0.002251242
354,000ba4794d858f3fdff9d5841389e4a55f02cb50869b5c535410d98304c75b02,0,0,0,0,0,0,0
355,000bdecbf64fef36826a64b7ab73bb4e09e31086be1299506a10d18f1d144c70,0,0,0,0,0,0,0
356,000c07055aa7e6f8de63b30ff276ed0b063ef0e40e18014f12b7368508639a1a,0,0,0,0,0,0,1.399463395
357,000c30cd21b583282b80f14f8c0591f79fe3d2b1f8847ed606e8eb810c96601c,2.00E-08,0,2.00E-08,0,0,0,12013.28733
358,000cda30d6cd9c5f27783da2d4e14cd814ba3e330c423820c8d4c8aa0cdc8c1a,0.00036978,0,0.00036978,0,0,0,0.094919376
359,000ce864a8b97df87bc711521a210c6245b6c74630fb0c16180414b25b1be124,0,0,0,0,0,0,15.32707463
360,000cfc666d4bb726a5d1e7347ffa91962ff4381439b332ff7de5f5759a0ff12a,2.05580664,0,2.05580664,0,0,0,2198.599618
361,000d5eeaf01d2f341f965bec635c9357f8d0c76bee6013a85393b714954598c4,0.02463732,0,0.02463732,0,0,0,3.201619734
362,000d60c5a5c54a54d8b60468dc19b7fa3fe6c0289036748b5d7fa3ef85b81c7e,0,0,0,0,0,0,0.07832881
363,000d640e8e7d5b7ae7e838d0e59b333c8e7b82ebdaba7cd188856785c4e41a6e,0,0,0,0,0,0,0
364,000ec637c2d694443d3da0d91734401bcbfc00ddd8a7cd9484b91d701b5485ea,0,0,0,0,0,0,389.2698215
365,000ee14c0ac1040f3286d4f4ce1f3eb8bcef3964adb4acd35e43997bfa3789c2,0,0,0,0,0,0,0
366,000f0a8f88723d587dd8aa465226dce991414d1d6a639f5750db72eabfc2fcea,0,0,0,0,0,0,0.793908674
367,000f3a1a14904f3670cf061f2d1123211980e1340526c36df28f43802f9f7d68,4.48E-05,0,4.48E-05,0,0,0,0.005824359
368,000f5a83b427cbbd442ea94f449bae34cb5d9e780ef23087c31f18f67aeb36ae,0.01291966,0,0.01291966,0,0,0,10.83625477
369,000faab79a8bf5cf733e973ea3fdb660ad6553393322fc78dc590dd4de7dfc4e,0,0,0,0,0,0,0.393322285
370,000fe5554845df0e82b781abc580d033cdd0e7d4b7cb72eeb83779cfe2b97754,0,0,0,0,0,0,1.972937024
371,00103880a14aa74f5a40449ed27b4f7b43faba70904a5baad0c47c769dd487c8,2.28E-05,0,2.28E-05,0,0,0,2103.588372
372,00106faab849d34020d85a7c744d5770e907df07122c5317cbe3fae319cac7ca,0.0018374,0,0.0018374,0,0,0,1.366424892
373,001074b68dbe17e9f7ce768de4a469611cdd61191c86441a17dd879de2f6aeee,0,0,0,0,0,0,19.27279672
374,001159c44a0fda2a1e1136a9a7132caeb3171d7032e9473c6805f18268b799d0,0.10951546,0,0.10951546,0,0,0,17595.61055
375,0011f5920a8738c4b45bd5d3b62a043d7e512bade9d684b6603f7c3b5586d286,0.00014974,0,0.00014974,0,0,0,0.057216637
376,0012000f8eb7b032f333c0411891ec687d222e1ad35e949fd1a00e22a113d1d4,0,0,0,0,0,0,2.046988909
377,0012211a60237fb4a10718acdaee85a5e89dc80a3c002246ce0c8192ea14374a,0,0,0,0,0,0,0
378,00122edaab18ce4ff149c9dec068b6e2efd2207dfca879bc40be6439cb4b6432,0,0,0,0,0,0,0.002934141
379,00123ee97755e8d41a6bc9ef500618ec2a90a7fc0c371c696728e0650a093b3e,0,0,0,0,0,0,0.000130571
380,001283d5e53941866ee8c36eb704b2fc58fe038833adca74c575b8b3c4ecf206,0.01245826,0,0.01245826,0,0,0,4.248653542
381,0012cc7609783ecaf3acc071f3bc481ba7165f22c31f0dd65bf6c15712165784,0,0,0,0,0,0,0.299388666
382,00137722adddad5588c13a85ca2a4e814c88b721084e210d83ccb353c246007c,4.22E-05,0,4.22E-05,0,0,0,1.945486489
383,0014377424f88c6a37008a0c09cb65144cbb5098dcd5c2efa39ea9ea5ffa698e,1.62E-05,0,1.62E-05,0,0,0,9.194002524
384,00146f799750065a3a2479fbc70bac523a215f4ff9ef2bb1313260eb2224c4dc,0.08076372,0,0.08076372,0,0,0,95.07530695
385,00147feeb73b4b11e4ac1ff8c99f9d2b3af6d5d55bcfc81c4ed19f12f499147a,0.00074694,0,0.00074694,0,0,0,0.936104553
386,0014829906c2b8ae2ac510e53ad1dbed4f2ebd73ebb34b5a3d26b594a355acd2,1.34E-05,0,1.34E-05,0,0,0,2066.986778
387,0014a62ed94ab45e2d6f0d04ff532576c0049f37c9093ddbfcd3ca8fb990d9fa,1.10E-05,0,1.10E-05,0,0,0,1.42543589
388,0014f6fed9250a4470547ed929e417f18fea9656787fdf6d7180c4eda961a4d0,4.20E-06,0,4.20E-06,0,0,0,399.2214321
389,0014fea9976083c5c15769708f3e3f9c3a8a4ced59e0cb0e6e07ed646447375e,0.00759518,0,0.00759518,0,0,0,2.593888284
390,00150096f3c4a6a59b2cf207fb8418e73be9950bc3f73c89b1c48479818efb36,0,0,0,0,0,0,0.470847912
391,0015564a4b946c381fc6b296880001c1c7b09c40a8541970465d3fb39f63dea0,0,0,0,0,0,0,0.88686025
392,0015b41c3b539046e3620a69a5189ab22d9219215034e7f29a739601dc8ddd58,0,0,0,0,0,0,0.555369099
393,0015dd6c8e40d3ca90eb6348e120b243a1c7533ad6ffa90b70c029b331d94dd6,0,0,0,0,0,0,0
394,001611e43b41a1fe85563a104014a5d4f428ba9cbe3b60e1a5544ae4439af8d2,0,0,0,0,0,0,1.80333012
395,00164d4b16e89540adb76af07105e811604055007ea24cf1eca6c79a97816068,0.19065492,0,0.19065492,0,0,0,26.75315527
396,0016a933749449debce2fff9a2630f9e695d47f11e5ba3f0e615fecbf359c06a,0,0,0,0,0,0,90.56489778
397,0016d39fd0bf07eb58f79b1a613225e4f21ce7c5dc5202850af2565e8da7a020,0,0,0,0,0,0,1.24929
398,00172707aa1ad17dacf42e8799daf55c8b132080fcc1414c74cdeeb31b5e1aa0,0,0,0,0,0,0,30.02920591
399,00173b50116769079bbab36e144c86577ee0211478b3257967061b65b9fea9c8,0,0,0,0,0,0,0.062697943
400,00177c1b2670a51b3d08d1c586808cc23d5a68b19949a7446bfeff8a17a11c9a,0.0013031,0,0.0013031,0,0,0,177.3522027
401,000005b7f7c9036618061dad1bef0efc3e2d466773025eb7c593c293a613613c,0,0,0,0,0,0,0.366341446
402,000070654b1160bd326e821b0cc67c48c063c9dd161a73fb1a0cdd33e6451fb6,0,0,0,0,0,0,0.003847502
403,0000896251a5a7b3a9667e190e1ed72264f27d7a969f13627d2bd03c160a5e3e,0.01706648,0,0.01706648,0,0,0,14.03498266
404,000092ddd2cab31762cfdb7dd6c28b8c5a7ee65a58e5a5b4786a4cca057428cc,0.52629598,0,0.52629598,0,0,0,647.8858059
405,00009a91742efdb611b3b74cc845af18d60876629df72e8c633ef73622ab1dea,9.26E-05,0,9.26E-05,0,0,0,5.501071228
406,0000b4a15114c094443b386dd99c462d8dca059a6025eea47f28a80767b4cbc2,0,0,0,0,0,0,0.773219844
407,0000d9f8021e3f37414ac76f32a60b9cf7c2e37bc5f4ecd86abdd3afc6b13078,9.55E-05,0,9.55E-05,0,0,0,1022.014146
408,00010b7c0a8b51bfa5eca14f0068670bd7fda4063f9bcac4f02c44a00144a80c,2.80E-06,0,2.80E-06,0,0,0,222.7741121
409,00011e12d41634bb82a51c96e2f74487664955d76edd844a0ae051ce37e4ce66,0,0,0,0,0,0,270.9528733
410,0001720d245def77da58ea28fa42e46d16b81c0ea6e6ef3b236ebfd7e62580b2,0,0,0,0,0,0,0
411,0002148b6d6675de3984317c1ef3d2c4946583be9fe12c25450a5fc40cd802a8,0.02253416,0,0.02253416,0,0,0,2.964576051
412,000215edb35f810ccb3476b68fad70a171a00ecdd0b8812b1214e016595dbafe,0.16073946,0,0.16073946,0,0,0,39.82527087
413,000224a45d4f2c48b77f6e504a0296fdf23e28e2e0495c82a056373050e25894,0.0123109,0,0.0123109,0,0,0,1.612459765
414,00027200efc539a91b34371884391a2d7cb057333148e48fc946337186caac52,0,0,0,0,0,0,2.363008589
415,0002cea23945900449d332e25a5be1b03cedce9c2aba750f81102966ff7af4b6,0,0,0,0,0,0,11.29583484
416,0003e0e22e794f36dba0c8f00f0ec17af248baf5005264d3bf4b0a554fda9446,9.08E-05,0,9.08E-05,0,0,0,0.813421134
417,00041fc9629281b8fe9521eb88006b95ff0562e4ef105e70328fe6385d648040,0,0,0,0,0,0,21.68725221
418,0004ba1653399af922b2e9424dfa0e5a9b329d63c71f3c838f2c593281161ad2,0.00084674,0,0.00084674,0,0,0,8.852705358
419,0004f6c3d5b6d41a13d2a71d5a0adc1d2b8d612d6eaeba64d00b957d1f7c71fc,0.00240802,0,0.00240802,0,0,0,0.849504742
420,0004f7952e26f970fea76a9b6157af055647bd562438a1f010b32db98b79096e,0.0003645,0,0.0003645,0,0,0,0.047366775
